block_number,block_hash,parent_hash,timestamp,transaction_hash,from_address,to_address,actual_fee_amount,actual_fee_unit,fee_in_eth,tx_count,time_diff,avg_fee,std_fee,anomaly
776228,0x517446789fe63255c3c50373b6e5bed53e56fd761fc0eff3b2faea45ec3f60f,0x541c2068d82fa15ddc578c751f114421644ae1408746c930907ef5a62558097,2024-10-05 11:49:03,0x74b1d46bb56844a47708f331449f795fc4ce4815d339ad6559e0bb418170c7b,0x3f52b7ae3f3318c22e56c21ba4d288fa78f54e77dc216cd307051c492300f3e,Unknown,0x9c42087f182,WEI,1.0737964020098e-05,3,36.0,1.0421520274094668e-05,3.3315697211023194e-07,False
776229,0x757a88049da596e7610e7ed59b4614497c25da3369f67fb7e9b88cb62b8a8e6,0x517446789fe63255c3c50373b6e5bed53e56fd761fc0eff3b2faea45ec3f60f,2024-10-05 11:49:43,0x4a0bf318bf2719ceaba6f92d1d4fc600aae601b87d11a4dad7a6eabd0b9ef30,0x3f52b7ae3f3318c22e56c21ba4d288fa78f54e77dc216cd307051c492300f3e,Unknown,0x981b852352a,WEI,1.0452747826474e-05,3,40.0,1.0421520274094668e-05,3.3315697211023194e-07,False
776209,0x6c40eb928ac8bf55fc1a2cc2ef94cc02697322a7ae5ebaa050ca7cdd8113afe,0xad3e49b00ebb60e8762b45aec8d60297b8dbf7833cea12b80547cb55bb41e1,2024-10-05 11:38:24,0x7891b8784ea9cce36d567de608c4134dd4201f5afa0bdd53c5f45a4282b4856,0x3fae44b9dd6fc698175d92a85024240b8b66ae211389ba4804c251e93d7cee0,Unknown,0xa7a52e4a981,WEI,1.1520493005185e-05,8,0.0,6.05622841250575e-06,3.731222662699341e-06,False
776248,0x6a1366202f86d6f5add7134780c9c9893ae3d3414a6abf0bc0efa6303f1fe12,0x57aad171230cd9239765dbe64ea1faa18fe1dfa6f718f0e2aef50310b6ade98,2024-10-05 12:00:03,0x40e5e11a743cc2d918f8ee9d831b54e50cc8379d485282cc80654f9e3e70b53,0x3fae44b9dd6fc698175d92a85024240b8b66ae211389ba4804c251e93d7cee0,Unknown,0x440976ad3a8,WEI,4.675464778664e-06,8,1299.0,6.05622841250575e-06,3.731222662699341e-06,False
776248,0x6a1366202f86d6f5add7134780c9c9893ae3d3414a6abf0bc0efa6303f1fe12,0x57aad171230cd9239765dbe64ea1faa18fe1dfa6f718f0e2aef50310b6ade98,2024-10-05 12:00:03,0x69db2aa652151c089faf206cb13a6e6d9161fdedb67bd27b64515fcb69b3126,0x3fae44b9dd6fc698175d92a85024240b8b66ae211389ba4804c251e93d7cee0,Unknown,0x4a85a816c44,WEI,5.121119448132e-06,8,0.0,6.05622841250575e-06,3.731222662699341e-06,False
776254,0x51719da1afaf9720fe743cb372fcf084a8b9c9a573fe5cf3a7ec3a8ffaffef2,0x7032bbe1f2318021260d3e88b31a80cd563caa871595dfa9a330a2c2757171b,2024-10-05 12:03:09,0x1501e5f1ae06588c0411add61c5944be6769feb0ed00161194fa6a62d9945bf,0x3fae44b9dd6fc698175d92a85024240b8b66ae211389ba4804c251e93d7cee0,Unknown,0x89cf3b43474,WEI,9.47019659378e-06,8,186.0,6.05622841250575e-06,3.731222662699341e-06,False
776255,0x49f80541def186239941fee76292d3fa4b794d32af62cf71382c3c37d455ea9,0x51719da1afaf9720fe743cb372fcf084a8b9c9a573fe5cf3a7ec3a8ffaffef2,2024-10-05 12:03:39,0x11f24e64701fb1c930b63b84fa8c091c09a1b4bb2da153f5178fb394e0f055f,0x3fae44b9dd6fc698175d92a85024240b8b66ae211389ba4804c251e93d7cee0,Unknown,0x23faed995da,WEI,2.472539690458e-06,8,30.0,6.05622841250575e-06,3.731222662699341e-06,False
776259,0x3e0cb02b4c19ddf98b3b639adc2d981f403b0e58d37ee8bc79373025910bd2c,0x5f93b232854f1682c6811033df1c410a8034c38e86547aac48e47f0d3471fd,2024-10-05 12:05:49,0x5cf09e64ec392123de2ee6066aef50308fc22bb285ee1a9a30330e1216e97bc,0x3fae44b9dd6fc698175d92a85024240b8b66ae211389ba4804c251e93d7cee0,Unknown,0x353a504f09b,WEI,3.657785733275e-06,8,130.0,6.05622841250575e-06,3.731222662699341e-06,False
776261,0x5066b5819b079c634334d2700ba9a40aa6da572fbff364c1b3be32382c199b,0x477c9a1e9de455142457433e0f94d451d8c878b0b4f05356fb122fcd180d03f,2024-10-05 12:06:58,0xf31982142c6166054efe09cd422d3a2510df391cdbd6b2dd5425ff05ec6c39,0x3fae44b9dd6fc698175d92a85024240b8b66ae211389ba4804c251e93d7cee0,Unknown,0x904170f5fe4,WEI,9.913171402724e-06,8,69.0,6.05622841250575e-06,3.731222662699341e-06,False
776261,0x5066b5819b079c634334d2700ba9a40aa6da572fbff364c1b3be32382c199b,0x477c9a1e9de455142457433e0f94d451d8c878b0b4f05356fb122fcd180d03f,2024-10-05 12:06:58,0x67b4a4a96e4947554003defc82652a786c0dc6d314bff5cfabb303cef160ea6,0x3fae44b9dd6fc698175d92a85024240b8b66ae211389ba4804c251e93d7cee0,Unknown,0x178f74bde94,WEI,1.619056647828e-06,8,0.0,6.05622841250575e-06,3.731222662699341e-06,False
776251,0x2b4efed3b621ae4ea8a3674a08c45e977b65614324d1ad00aa39aafe1a99c3d,0x2b7cd867c760194a5b14ff81b6abae2e82d7439bcbf8e98533a04d8b50dfc1e,2024-10-05 12:01:38,0x7f63da7a3daf215c05cec37da6de3706c003a57382facdfbcd772daa27ebb06,0x3fd14213a96e9d90563ebe1b224f357c6481a755ee6f046c8ce9acd9b8654a7,Unknown,0x2af898cb68,WEI,1.84559389544e-07,1,0.0,1.84559389544e-07,,False
776232,0xdcc56e1fb88d53ab2eb49aedec8a4485fb440b3afbfd2bd07483120720ec7,0x2dcdefacccef242ab74f58b725f9352c8e033bc3df53387895d7ada7fa6d169,2024-10-05 11:51:20,0x797bebd918fdd7b7273ed00847364c6e7b3d05d8e38f02fc1bb73caf3942602,0x40392e8e05eefe1f7d4929fb1c9a8bbeb7a19489fc60bfd6cc624a7e36aa27,Unknown,0x4714398fb3450,FRI,1250435.050189904,1,0.0,1250435.050189904,,False
776229,0x757a88049da596e7610e7ed59b4614497c25da3369f67fb7e9b88cb62b8a8e6,0x517446789fe63255c3c50373b6e5bed53e56fd761fc0eff3b2faea45ec3f60f,2024-10-05 11:49:43,0x7418cba681cc5a7300efc582fc316fbda0c246b921afe737a018d8c82d91740,0x4039962cc1deaed5dd1762985bb1283881746a123f8e69caaaf0d7142df8a84,Unknown,0x377263c6b8,WEI,2.3814234284e-07,1,0.0,2.3814234284e-07,,False
776229,0x757a88049da596e7610e7ed59b4614497c25da3369f67fb7e9b88cb62b8a8e6,0x517446789fe63255c3c50373b6e5bed53e56fd761fc0eff3b2faea45ec3f60f,2024-10-05 11:49:43,0x534f5dc4069a6304596ed1f018c7fd74a7cea8fd7436ed95360abebb54b398c,0x403a41bb6d74d44163c6d7fd21724ade3bca925e9475a2dd926e8814755609f,Unknown,0x396d550e4a,WEI,2.46647426634e-07,1,0.0,2.46647426634e-07,,False
776246,0x3c18da095fcbab0fa8131d3f3f73ee8ff6b89e2ff78ef9baad5cb7e99182da,0x6968e707693b3b260bbdc0e2541a4081af7fe55646c615bdbe834ec1321ef24,2024-10-05 11:58:58,0x4bb922bd9c31d37cbc90ca7b95d81ac1bb884eef72d9ce21cb3eaca19a6ff5a,0x403f0950ce88c0da81d65f81659ee81db1a281c78612a5311ea49be80cd90d8,Unknown,0x43ba138fa1,WEI,2.90884652961e-07,2,0.0,6.758058253305e-07,5.443607424094986e-07,False
776256,0x6de327664a8ed2980f672a35550255528f7080ca4c0266a997c6c3626e8a79f,0x49f80541def186239941fee76292d3fa4b794d32af62cf71382c3c37d455ea9,2024-10-05 12:04:16,0x734f0f5d65e3d27003650d6b8af7510bb821750c9e5820a1ae83126716729c2,0x403f0950ce88c0da81d65f81659ee81db1a281c78612a5311ea49be80cd90d8,Unknown,0xf6f84182c4,WEI,1.0607269977e-06,2,318.0,6.758058253305e-07,5.443607424094986e-07,False
776233,0x7a4ddf5a901e5651e8a3ab79770315071166be3312c6c477c146b5e731fffc4,0xdcc56e1fb88d53ab2eb49aedec8a4485fb440b3afbfd2bd07483120720ec7,2024-10-05 11:51:57,0x31be903db3fdc0f0e445fa5493e482895505247e3c67c971cce5838e8e4c962,0x409577e2a679019feb457c4d653cbefabee8d07a373645d078d555699bb73a1,Unknown,0x476e4c84ec,WEI,3.0679318654e-07,1,0.0,3.0679318654e-07,,False
776257,0x2d27fcb9ccc12cbce80a062c395d01c3f9c5ea7a2ce4823856adcad27553072,0x6de327664a8ed2980f672a35550255528f7080ca4c0266a997c6c3626e8a79f,2024-10-05 12:04:46,0x7f23b96c3fe7ec7d432b9d59f06f042e5de5496d866523b36e52a242864af97,0x40d289cff024ba0ac5c4d86f3bcc62e88cb99272c4347ca15e450660bcf35bb,Unknown,0xdfcec0bb24,WEI,9.61246444324e-07,1,0.0,9.61246444324e-07,,False
776259,0x3e0cb02b4c19ddf98b3b639adc2d981f403b0e58d37ee8bc79373025910bd2c,0x5f93b232854f1682c6811033df1c410a8034c38e86547aac48e47f0d3471fd,2024-10-05 12:05:49,0x54eeacce2ce50a1ca4c081153e87bc348068a6c5577b3bfbbda826ef93409c9,0x41710b9e17536c8b3062da6d462bbf19846a2422a785c54b78d8193dd908d5e,Unknown,0xfa493d08f5,WEI,1.074970560757e-06,1,0.0,1.074970560757e-06,,False
776218,0x46d769b7c57baa2205529b9886b0da373c0093300f187b7ec5bc0119b9103a4,0x42af219934b8ea1e3b3aedf8a22dadc29ce6cbfac74e5d210ae0eec57aeb12d,2024-10-05 11:43:21,0x2f15842d8c0646cbf8de305732c1bb99f9029ba8182dec449c10dd488f93ac2,0x41c96fe705a4f05c8fa64a7a648c795e245b8c2e68d8191df40788d60714c3c,Unknown,0x17aaf1f72d0,WEI,1.626435711696e-06,1,0.0,1.626435711696e-06,,False
776232,0xdcc56e1fb88d53ab2eb49aedec8a4485fb440b3afbfd2bd07483120720ec7,0x2dcdefacccef242ab74f58b725f9352c8e033bc3df53387895d7ada7fa6d169,2024-10-05 11:51:20,0x18ce7910c19a54671239938824aa8effdc0cbdd8a44a19abab403cb32298429,0x41f568aaf5588ea3201cd5dad741cd72d1087c48b6f57bb8b46939c93b3f5b1,Unknown,0x5de16594d0,WEI,4.0321348936e-07,3,0.0,1.7641433672153334e-06,1.506291231882495e-06,False
776241,0x7413dd8f383738006156fda40b78f857fba9b788d2ba9d79a72389a2748670a,0x4691ceb59afc45098afeddadf430cdc00dc95e151847ab733ee9188e30092a4,2024-10-05 11:56:18,0x200b3b2254b182ce252545ea2c9319abc3a6e0fc6fa1017404e9525a23725db,0x41f568aaf5588ea3201cd5dad741cd72d1087c48b6f57bb8b46939c93b3f5b1,Unknown,0x31392443e58,WEI,3.382593207896e-06,3,298.0,1.7641433672153334e-06,1.506291231882495e-06,False
776249,0x68e8d5a632db26626e3bb910b604a74687b3ecabedebb65b057444f35cd84b6,0x6a1366202f86d6f5add7134780c9c9893ae3d3414a6abf0bc0efa6303f1fe12,2024-10-05 12:00:34,0x3a9a3dc4f2a304e71fb02c8bd5526bce89db53646f7c9e360cfb75b5d830dde,0x41f568aaf5588ea3201cd5dad741cd72d1087c48b6f57bb8b46939c93b3f5b1,Unknown,0x15ec9c0b966,WEI,1.50662340439e-06,3,256.0,1.7641433672153334e-06,1.506291231882495e-06,False
776247,0x57aad171230cd9239765dbe64ea1faa18fe1dfa6f718f0e2aef50310b6ade98,0x3c18da095fcbab0fa8131d3f3f73ee8ff6b89e2ff78ef9baad5cb7e99182da,2024-10-05 11:59:33,0x76580aa17cefa248ac6d8c8ea0b87d5b9c3ae40f2e8343c17433330569fe998,0x420b01f4df6406d1b7af016cb0071341f6852b0e7ada4b64d24ad4636e97b4e,Unknown,0x34ca8dbf0c,WEI,2.26736586508e-07,1,0.0,2.26736586508e-07,,False
776267,0x30ed738f955e93cbee4233cc9641ee4ffc9d3ecf0eada5d30a2da229f74dece,0x1a2407e8eaafaa43effaada74b45bc7a9c6cc0e8258b1f0703087c00ea8c588,2024-10-05 12:10:18,0x65df231db7fd496048b08aa5691253d4c9532f91c6b3f45913781c48e488217,0x421ebe3eaccaf03292f83b10d26a634f7ae5e2f8cc7af4380d9a6a77bcbe753,Unknown,0x150b58af980,WEI,1.446154795392e-06,2,0.0,1.4268017134355e-06,2.736939097660029e-08,False
776268,0x4f974a0e301b4a927802257c40821c73788caa0a8807ec9fe83d27505ba6047,0x30ed738f955e93cbee4233cc9641ee4ffc9d3ecf0eada5d30a2da229f74dece,2024-10-05 12:10:50,0x6bd28289d9b81684e64f405a6a8b5ebfb156269721555d396d43a1a1df423fd,0x421ebe3eaccaf03292f83b10d26a634f7ae5e2f8cc7af4380d9a6a77bcbe753,Unknown,0x147b279c8b7,WEI,1.407448631479e-06,2,32.0,1.4268017134355e-06,2.736939097660029e-08,False
776257,0x2d27fcb9ccc12cbce80a062c395d01c3f9c5ea7a2ce4823856adcad27553072,0x6de327664a8ed2980f672a35550255528f7080ca4c0266a997c6c3626e8a79f,2024-10-05 12:04:46,0x72dbdfc560e5a3871d5bbff6312bbc6af4798c7b2813de44220985a62666760,0x42a3e670c62d7a491e7f8028cfc46b5d79f31cf2e12d9aebccfbfe6994fd0e3,Unknown,0xe6a4360154,WEI,9.90597480788e-07,1,0.0,9.90597480788e-07,,False
776205,0x37333b6d0793b28e107010dcabd17b2863f3b0a6d2c6fda0ce1b7938ef187da,0x59d3bd84dfeee703d5e7ab5286375d72fae4a6eab706f6c20503cd0b937af3e,2024-10-05 11:36:09,0x1452350cb6d9840bab45e66d750359abd9f4a188a5110c0e830d599900e4299,0x440ec7bce8d239b817df0b3b9552d8d1856e869da476878617fc909f48924a9,Unknown,0x16556ab8cf4,WEI,1.534757407988e-06,1,0.0,1.534757407988e-06,,False
776215,0x6a63d0980bfa5380f7695c6c9bc6d9a2f6af5c6aef395ebf2ab41ef714b3815,0x42d3b75a7e457f5694233323ef320bd81a47ac3db2ee02ec9b65e0d85528ce4,2024-10-05 11:41:46,0x3237956519b7f3af2792ef7dbf0ded19405ebc08de8d68223fa60000447b675,0x44605d159c3c9c5b84c679a736c75094d85ece5b9c33bbdb6bc4ef55bccc68d,Unknown,0x1032b68bd00,WEI,1.11312481408e-06,2,0.0,1.916759707467e-06,1.1365113654241518e-06,False
776217,0x42af219934b8ea1e3b3aedf8a22dadc29ce6cbfac74e5d210ae0eec57aeb12d,0x238351513b2f224434bd4368394a805eaf35ea21e3b3e2ca3d8c15e7a34ddd4,2024-10-05 11:42:50,0x1137438e925dfa37d1ac347aa1aea6e6754f3508ee0421098d0e0ced0c90f7f,0x44605d159c3c9c5b84c679a736c75094d85ece5b9c33bbdb6bc4ef55bccc68d,Unknown,0x27964276196,WEI,2.720394600854e-06,2,64.0,1.916759707467e-06,1.1365113654241518e-06,False
776263,0x43342ed2819160dab67807919123804e2c54665c5915d77a9a049f05648f576,0x338350f0f036e9b3a133d6acea6e10c45b107efc3bdafa41d7adee730d2a7e2,2024-10-05 12:08:04,0x6c48c20f261c2291614b71c6acd1ef5f2c1e93bfc69d2d97ea25e31610bd13,0x449279e0369aec1b3169b0054a53e88c9ebd68d267aef45141375b27bf9a69b,Unknown,0x61fa091ae4,WEI,4.2080672842e-07,1,0.0,4.2080672842e-07,,False
776222,0x31f925222e9032892dc7e88df6011858350c54ae6aac0a48595f6510d5b873f,0x717080baff71578193a80b6b2c6b91499a1b9a57ce60e05ed4f3f03b79402c5,2024-10-05 11:45:28,0x2715e7ae7ddd4205e65efe656d73563dc5f4bbbebf714c32326d624ab540139,0x44ec7d9fd0dda51ebb3e569df9234026ee5004b2bd11c8ba3537573e39dc22d,Unknown,0x9828444db9060,FRI,2676779.392929888,1,0.0,2676779.392929888,,False
776259,0x3e0cb02b4c19ddf98b3b639adc2d981f403b0e58d37ee8bc79373025910bd2c,0x5f93b232854f1682c6811033df1c410a8034c38e86547aac48e47f0d3471fd,2024-10-05 12:05:49,0x627e0919900e70bc499e863a53bfc03733f8b2b34392216eac087b101931ef4,0x4574015ec0e51910321eedbd5d02f3d7e0ce3a0631a951f711deabf6d9a4c5f,Unknown,0xbdd074bb51,WEI,8.15246130001e-07,1,0.0,8.15246130001e-07,,False
776254,0x51719da1afaf9720fe743cb372fcf084a8b9c9a573fe5cf3a7ec3a8ffaffef2,0x7032bbe1f2318021260d3e88b31a80cd563caa871595dfa9a330a2c2757171b,2024-10-05 12:03:09,0x49158e4e58dbc2261fb70efaafbb784fb7e464d98aaee11f76845c4c28cc90d,0x4613ab46ec288dc8db39f8361a81fad572bbb78c19eceaeef8626cd3cca66d2,Unknown,0x746be50fb4,WEI,5.00026380212e-07,4,0.0,1.793638498326e-06,1.4260509553584445e-06,False
776257,0x2d27fcb9ccc12cbce80a062c395d01c3f9c5ea7a2ce4823856adcad27553072,0x6de327664a8ed2980f672a35550255528f7080ca4c0266a997c6c3626e8a79f,2024-10-05 12:04:46,0x210aa8a1bc4221787961e129e35101ab5525b5089bf44c6997961f263a1ead0,0x4613ab46ec288dc8db39f8361a81fad572bbb78c19eceaeef8626cd3cca66d2,Unknown,0x1edbe5913cc,WEI,2.12061238574e-06,4,97.0,1.793638498326e-06,1.4260509553584445e-06,False
776259,0x3e0cb02b4c19ddf98b3b639adc2d981f403b0e58d37ee8bc79373025910bd2c,0x5f93b232854f1682c6811033df1c410a8034c38e86547aac48e47f0d3471fd,2024-10-05 12:05:49,0xb4bf6ca5c32ffd2cde0ce674b400da8757dce46bb8ec3f4328a6ca6082f568,0x4613ab46ec288dc8db39f8361a81fad572bbb78c19eceaeef8626cd3cca66d2,Unknown,0x355530a87bc,WEI,3.665000302524e-06,4,63.0,1.793638498326e-06,1.4260509553584445e-06,False
776268,0x4f974a0e301b4a927802257c40821c73788caa0a8807ec9fe83d27505ba6047,0x30ed738f955e93cbee4233cc9641ee4ffc9d3ecf0eada5d30a2da229f74dece,2024-10-05 12:10:50,0x633cbd32de5b1037b21ff861926922c5bea69c24ffe6d1004d324b660d751b5,0x4613ab46ec288dc8db39f8361a81fad572bbb78c19eceaeef8626cd3cca66d2,Unknown,0xcef775551c,WEI,8.88914924828e-07,4,301.0,1.793638498326e-06,1.4260509553584445e-06,False
776224,0x360e161e405651381befa123d8329cdab0ceb14c90a42d7db63755ce45ddf06,0x3166336c24ea0878eeeb7a6cbc65bd8e883600b0a690730d562486fe908388e,2024-10-05 11:46:30,0x6965c61fbd584af4365ca3a0a21af6eeb8c272a4a94c18c0195a6cd684261bb,0x46acb1d4b5a72af7ebef3a6382def7db2b858dc867a8c826d0731da5a04c76,Unknown,0x1f82e164f70,WEI,2.165436731248e-06,1,0.0,2.165436731248e-06,,False
776228,0x517446789fe63255c3c50373b6e5bed53e56fd761fc0eff3b2faea45ec3f60f,0x541c2068d82fa15ddc578c751f114421644ae1408746c930907ef5a62558097,2024-10-05 11:49:03,0x48124c5306affbd12a38babbae3b0dbc5d3a8975594d5fe814dd052caf18c0a,0x4769ad50352cdca9a55a6ffbc6ec9969480e5e3c749eb466beaf686b2e20e22,Unknown,0x4a4d0c0fb2,WEI,3.19120215986e-07,1,0.0,3.19120215986e-07,,False
776260,0x477c9a1e9de455142457433e0f94d451d8c878b0b4f05356fb122fcd180d03f,0x3e0cb02b4c19ddf98b3b639adc2d981f403b0e58d37ee8bc79373025910bd2c,2024-10-05 12:06:20,0x3df287340d4a51cbf53b9bcf58e19349ae272b3e88ac7254b8c42152ef502f4,0x49241d029e553272113a51c91b9552f932d0020810e0803f04b826c68266861,Unknown,0x2b5bef9f03d,WEI,2.979616387133e-06,3,0.0,4.7711147522496664e-06,4.590418265851663e-06,False
776262,0x338350f0f036e9b3a133d6acea6e10c45b107efc3bdafa41d7adee730d2a7e2,0x5066b5819b079c634334d2700ba9a40aa6da572fbff364c1b3be32382c199b,2024-10-05 12:07:34,0x44407463624e8d3853c4d3a348b7c62c4e445b1e041745747f396c3c40693b4,0x49241d029e553272113a51c91b9552f932d0020810e0803f04b826c68266861,Unknown,0x139868383c0,WEI,1.346581529536e-06,3,74.0,4.7711147522496664e-06,4.590418265851663e-06,False
776263,0x43342ed2819160dab67807919123804e2c54665c5915d77a9a049f05648f576,0x338350f0f036e9b3a133d6acea6e10c45b107efc3bdafa41d7adee730d2a7e2,2024-10-05 12:08:04,0x1741d7cc6286e1b49f04f156dece6a99dd926b8af083949cf1481f5dd486494,0x49241d029e553272113a51c91b9552f932d0020810e0803f04b826c68266861,Unknown,0x915504f56f0,WEI,9.98714634008e-06,3,30.0,4.7711147522496664e-06,4.590418265851663e-06,False
776246,0x3c18da095fcbab0fa8131d3f3f73ee8ff6b89e2ff78ef9baad5cb7e99182da,0x6968e707693b3b260bbdc0e2541a4081af7fe55646c615bdbe834ec1321ef24,2024-10-05 11:58:58,0x26e11df125253f2ff7ef6e95ed1bd7204412a3af05b32c589327e3c2eee1deb,0x4966509968735555ad95f90b952f986efba02f96ac03353b60bcb7c4d8abafa,Unknown,0x9e0263819a377,FRI,2779729.544979319,1,0.0,2779729.544979319,,False
776251,0x2b4efed3b621ae4ea8a3674a08c45e977b65614324d1ad00aa39aafe1a99c3d,0x2b7cd867c760194a5b14ff81b6abae2e82d7439bcbf8e98533a04d8b50dfc1e,2024-10-05 12:01:38,0x5c2afaeb7de8c96f5e1c6de298c36b8a03db8b17fefdf3d8bbf152257b19895,0x4a3d6a0dcf329889e95501b9b13cb68f5df196937f8e97bde6c3fdcc737f3fd,Unknown,0x33ec634adb,WEI,2.23009262299e-07,1,0.0,2.23009262299e-07,,False
776264,0x689111d70dea31d20aaf8c96c4779a0137f42cdca75e531f3aa3085436242a1,0x43342ed2819160dab67807919123804e2c54665c5915d77a9a049f05648f576,2024-10-05 12:08:35,0x4cfbe0a55b3b7e479fa3baefddcc6e94d783f4e6755f6deedbed329fe8429ee,0x4b2ec8a8ff1ba5ab49c6896d9d5493e322423dd4e808c8d3f8b59e9652bc94d,Unknown,0x148a0c8bca0,WEI,1.411446783136e-06,2,0.0,1.379143789388e-06,4.568333186367493e-08,False
776268,0x4f974a0e301b4a927802257c40821c73788caa0a8807ec9fe83d27505ba6047,0x30ed738f955e93cbee4233cc9641ee4ffc9d3ecf0eada5d30a2da229f74dece,2024-10-05 12:10:50,0x4e37e54c3ef82a23f79d0969869478830cc5f034f5a7080d08b0f70dbaafaba,0x4b2ec8a8ff1ba5ab49c6896d9d5493e322423dd4e808c8d3f8b59e9652bc94d,Unknown,0x13995f799f8,WEI,1.34684079564e-06,2,135.0,1.379143789388e-06,4.568333186367493e-08,False
776268,0x4f974a0e301b4a927802257c40821c73788caa0a8807ec9fe83d27505ba6047,0x30ed738f955e93cbee4233cc9641ee4ffc9d3ecf0eada5d30a2da229f74dece,2024-10-05 12:10:50,0x7793c4d73ed03cea547ac8bcdf67c54928dfdd1bd39d7236eb33c8f97168ea6,0x4cb6982cd53c1b53cd0f494512c8c29bd50d8ea92939d8f7d74ab5626ed403a,Unknown,0x183474a1a41,WEI,1.663348382273e-06,1,0.0,1.663348382273e-06,,False
776257,0x2d27fcb9ccc12cbce80a062c395d01c3f9c5ea7a2ce4823856adcad27553072,0x6de327664a8ed2980f672a35550255528f7080ca4c0266a997c6c3626e8a79f,2024-10-05 12:04:46,0x464b0385c90d3992ad994f5840714b3f38b62e65115d6b103fcf25a64b477e2,0x4ce71744189ce0f7e83598209fef170fdecdf8eedb8cb477d0297bbc6b8aad5,Unknown,0xaff88bcfd4,WEI,7.55789189076e-07,5,0.0,1.4955819120806e-06,9.83235998807475e-07,False
776257,0x2d27fcb9ccc12cbce80a062c395d01c3f9c5ea7a2ce4823856adcad27553072,0x6de327664a8ed2980f672a35550255528f7080ca4c0266a997c6c3626e8a79f,2024-10-05 12:04:46,0x1191e2c02a1d7cd7a03914333ef8627ed60b375399c23197a77944d51153324,0x4ce71744189ce0f7e83598209fef170fdecdf8eedb8cb477d0297bbc6b8aad5,Unknown,0xcd03be3a20,WEI,8.80531094048e-07,5,0.0,1.4955819120806e-06,9.83235998807475e-07,False
776259,0x3e0cb02b4c19ddf98b3b639adc2d981f403b0e58d37ee8bc79373025910bd2c,0x5f93b232854f1682c6811033df1c410a8034c38e86547aac48e47f0d3471fd,2024-10-05 12:05:49,0x4017f128d900f6df6721048718a9a8e235daafdd876845d0d7466c46ce32962,0x4ce71744189ce0f7e83598209fef170fdecdf8eedb8cb477d0297bbc6b8aad5,Unknown,0x2a4f2c24db3,WEI,2.907470712243e-06,5,63.0,1.4955819120806e-06,9.83235998807475e-07,False
776259,0x3e0cb02b4c19ddf98b3b639adc2d981f403b0e58d37ee8bc79373025910bd2c,0x5f93b232854f1682c6811033df1c410a8034c38e86547aac48e47f0d3471fd,2024-10-05 12:05:49,0x29172686ff9beabde90bfb5c4671b3534e6d6409b4d16540f684b23d6d699be,0x4ce71744189ce0f7e83598209fef170fdecdf8eedb8cb477d0297bbc6b8aad5,Unknown,0xb56a58e96c,WEI,7.79173292396e-07,5,0.0,1.4955819120806e-06,9.83235998807475e-07,False
776268,0x4f974a0e301b4a927802257c40821c73788caa0a8807ec9fe83d27505ba6047,0x30ed738f955e93cbee4233cc9641ee4ffc9d3ecf0eada5d30a2da229f74dece,2024-10-05 12:10:50,0x70136d6f6ec9a76397c435793dea00e70eb4ac26c5649b3bdbde34fecf0ffce,0x4ce71744189ce0f7e83598209fef170fdecdf8eedb8cb477d0297bbc6b8aad5,Unknown,0x1f5bcbf5b40,WEI,2.15494527264e-06,5,301.0,1.4955819120806e-06,9.83235998807475e-07,False
776232,0xdcc56e1fb88d53ab2eb49aedec8a4485fb440b3afbfd2bd07483120720ec7,0x2dcdefacccef242ab74f58b725f9352c8e033bc3df53387895d7ada7fa6d169,2024-10-05 11:51:20,0x48fcc0696e09df683957ae4fde0b2a1893376b1801fbe6aadbd7db64b293953,0x4d36e0aba733af46ed8177fa6da871566c33ff090a795db8d48d61e080102c9,Unknown,0x8e28732089420,FRI,2500870.101570592,7,0.0,8379203.750465027,6097729.0730996905,False
776237,0x7f0f326718fe86594a6e6b2b586afe50179786d799d6997d409423cd69c6210,0x33cc402d63590cd7e1fb9be4043ad3b24fbd378ad4fbd2eecba871698ae6a5b,2024-10-05 11:54:15,0x7da7ffe8f639120f50f7940dfc0d65ec0cc7daba5e3e5dbb73aa7c46b18634e,0x4d36e0aba733af46ed8177fa6da871566c33ff090a795db8d48d61e080102c9,Unknown,0x15fc9ff7002cc0,FRI,6188738.4849072,7,175.0,8379203.750465027,6097729.0730996905,False
776239,0x7984dd711ca4eaa4c721a27fd5af8926686f98aee926a1cbc05625490918c96,0x66ccd8a4f9fdb758327321b6d83dcc1b59857868cc5ade00328b6cf6bd45bd0,2024-10-05 11:55:15,0x4fcae8d9669c44586f1cce7c6017523344114add85ed9ce43ea9250c07ac68f,0x4d36e0aba733af46ed8177fa6da871566c33ff090a795db8d48d61e080102c9,Unknown,0x1020616d6bd05c,FRI,4539202.447069276,7,60.0,8379203.750465027,6097729.0730996905,False
776241,0x7413dd8f383738006156fda40b78f857fba9b788d2ba9d79a72389a2748670a,0x4691ceb59afc45098afeddadf430cdc00dc95e151847ab733ee9188e30092a4,2024-10-05 11:56:18,0x3024f5118c67a03cf248a242e0e392bcc587d9141d444692d498a4d74e2f632,0x4d36e0aba733af46ed8177fa6da871566c33ff090a795db8d48d61e080102c9,Unknown,0x4a8af27e582a28,FRI,20981922.38301444,7,63.0,8379203.750465027,6097729.0730996905,False
